product_i,name_i,product_j,name_j,weighted_similarity
3925,Plastics: builders' ware,8471,Automatic data processing machines and units,0.1485
1704,Sugar confectionery: not containing cocoa,8474,"Machines: mineral sorting, crushing and mixing",0.1485
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",4415,Wood: cases and pallets,0.1484
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",9402,Chairs and Furniture,0.1483
4901,"Printed matter: in single sheets, dictionaries and books",7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",0.1483
3920,"Plastics: sheets, film, foil and strip (not self-adhesive), laminated, supported or similarly combined with other materials",8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",0.1483
7008,Glass: multiple-walled insulating units of glass,8437,Machines and Machinery,0.1483
4911,Printed matter: trade advertising material and pictures,9403,"Furniture: metal, wooden, plastic, of bamboo or rattan, of cane and parts",0.1483
2203,Beer: made from malt,4901,"Printed matter: in single sheets, dictionaries and books",0.1483
1905,"Food preparations: crispbread, gingerbread and the like, sweet biscuits, waffles and wafers, rusks and bakers' wares",8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",0.1483
8483,"Transmission shafts (including cam shafts and crank shafts) and cranks, Bearing housings, incorporating ball or roller bearings, and others",8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.1483
8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",9406,Buildings: prefabricated,0.1483
7019,"Glass fibres: (including glass wool), non-woven products, webs, woven fabrics of rovings, and others",8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",0.1482
4911,Printed matter: trade advertising material and pictures,8534,Circuits: printed,0.1481
6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,0.1481
1604,"Fish preparations: salmon, herrings, sardines, tunas, mackerel, anchovies, fish prepared or preserved, fish minced or in forms, and others",8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.1481
7113,Jewellery: and parts thereof,7204,Ferrous waste and scrap and Ferrous products,0.148
1806,Chocolate and other food preparations containing cocoa,8422,Dish washing machines and Machinery,0.1479
7113,Jewellery: and parts thereof,9030,"Instruments and apparatus, Oscilloscopes and oscillographs, Multimeters, and others",0.1479
3923,Plastics and Ethylene polymers,4817,"Paper and paperboard: envelopes, letter cards and boxes",0.1478
6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",8302,"Hinges, Castors, Mountings, fittings and similar articles, Hat-racks, hat-pegs, brackets and similar fixtures, of base metal and Automatic door closures",0.1477
8483,"Transmission shafts (including cam shafts and crank shafts) and cranks, Bearing housings, incorporating ball or roller bearings, and others",8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",0.1477
8434,"Milking machines, Dairy machinery and Milking machines and dairy machinery",8529,Aerials and parts for transmission or reception apparatus,0.1475
2517,"Pebbles, gravel, broken or crushed stone, Macadam of slag, dross or similar industrial waste, Tarred macadam and Stones",8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",0.1475
2203,Beer: made from malt,8609,Containers: (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,0.1474
1806,Chocolate and other food preparations containing cocoa,8421,Centrifuges and Machinery,0.1474
1704,Sugar confectionery: not containing cocoa,5911,"Textile products for technical uses (bolting cloth, straining cloth, paper-making felts)",0.1474
6810,"Cement, concrete or artificial stone: building blocks or bricks, tiles, prefabricated structural components for building or civil engineering, and others",7309,"Iron or steel reservoirs and tanks, over 300l",0.1473
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",0.1473
4902,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.1472
3824,"Binders, prepared, Metal carbides, non-agglomerated, Cements, mortars or concretes, Mortars and concretes, Sorbitol, and others",9021,"Orthopaedic or fracture appliances, Dental fittings, Artificial parts of the body, Hearing aids (excluding parts and accessories), Pacemakers, and others",0.1472
3920,"Plastics: sheets, film, foil and strip (not self-adhesive), laminated, supported or similarly combined with other materials",8471,Automatic data processing machines and units,0.1471
2505,"Sands: natural, whether or not coloured",9032,Regulating or controlling instruments and apparatus: automatic type and automatic,0.1471
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",8422,Dish washing machines and Machinery,0.147
3920,"Plastics: sheets, film, foil and strip (not self-adhesive), laminated, supported or similarly combined with other materials",8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",0.1469
3824,"Binders, prepared, Metal carbides, non-agglomerated, Cements, mortars or concretes, Mortars and concretes, Sorbitol, and others",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.1468
4415,Wood: cases and pallets,4421,Wood: clothes hangers and articles of wood  to 4420 (excluding clothes hangers),0.1468
3402,Organic surface-active agents and Washing and cleaning preparations,8466,Machine-tools: parts and accessories,0.1468
4817,"Paper and paperboard: envelopes, letter cards and boxes",8421,Centrifuges and Machinery,0.1467
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",8421,Centrifuges and Machinery,0.1466
1601,"Meat preparations: sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",8421,Centrifuges and Machinery,0.1466
0201,"Meat: of bovine animals, fresh or chilled",7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",0.1465
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",8465,"Machine-tools: for working wood, cork, bone, hard rubber",0.1465
6802,"Tiles, cubes and similar articles, Marble, travertine and alabaster, Granite and Stone",8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",0.1464
4911,Printed matter: trade advertising material and pictures,8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.1463
6802,"Tiles, cubes and similar articles, Marble, travertine and alabaster, Granite and Stone",8419,"Heaters, Sterilizers, Dryers, Distilling or rectifying plant, Heat exchange units, Machinery, Machinery, plant and equipment, and others",0.1463
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",0.1463
3919,"Plastics: plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive",4421,Wood: clothes hangers and articles of wood  to 4420 (excluding clothes hangers),0.1463
3925,Plastics: builders' ware,4817,"Paper and paperboard: envelopes, letter cards and boxes",0.1462
4016,"Rubber: vulcanised, mats, gaskets, erasers and other moulded articles",5608,"Twine, cordage or rope: fishing nets and knotted netting",0.1462
4911,Printed matter: trade advertising material and pictures,8529,Aerials and parts for transmission or reception apparatus,0.1462
3925,Plastics: builders' ware,8481,"Valves and Taps, cocks, valves and similar appliances",0.1462
1601,"Meat preparations: sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",9404,"Mattress supports, Mattresses, Sleeping bags and Bedding and similar furnishing articles",0.1461
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",8518,"Microphones and stands therefor, Loudspeakers, and others",0.1461
0201,"Meat: of bovine animals, fresh or chilled",9404,"Mattress supports, Mattresses, Sleeping bags and Bedding and similar furnishing articles",0.1461
5911,"Textile products for technical uses (bolting cloth, straining cloth, paper-making felts)",8906,Vessels: warships and other,0.146
4902,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material",8529,Aerials and parts for transmission or reception apparatus,0.146
6802,"Tiles, cubes and similar articles, Marble, travertine and alabaster, Granite and Stone",8421,Centrifuges and Machinery,0.146
4823,"Paper and paperboard, Paper pulp and Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres",8902,"Fishing vessels, factory ships and other vessels: for processing or preserving fishery products",0.1459
7610,Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures,9401,Seats and Seat,0.1458
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",9027,"Instruments and apparatus, Chromatographs and electrophoresis instruments, Spectrometers, spectrophotometers and spectrographs, and others",0.1458
